date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2023-07-18,GB,Lingfield,4:35,At The Races App Expert Tips Handicap,Flat,Class 4,,0-85,3yo,,6f,6f,1207,Good To Firm,5,5,3,6,1,.5,Hydration (GB),3,G,129,,1:9.00,69.00,4.33,Kieran Shoemark,Harry & Roger Charlton,1202.46,79,84,Oasis Dream (GB),Encore Moi GB,Exceed And Excel,Brook Farm Bloodstock,Took keen hold - in touch with leaders - switched left from over 1f out - edged left but kept on inside final furlong - no impression towards finish(op 11/4 tchd 5/2)
2023-07-18,GB,Lingfield,4:35,At The Races App Expert Tips Handicap,Flat,Class 4,,0-85,3yo,,6f,6f,1207,Good To Firm,5,4,4,5,1.75,.75,Ice Cool Harry (GB),3,G,129,h,1:9.15,69.15,4.33,John Fahy,Clive Cox,601.72,79,82,Harry Angel (IRE),Snow Squaw GB,Excelebration,J C Smith,In touch with leaders - carried left inside final furlong - weakened inside final 110yds(tchd 3/1 and tchd 7/2)
2023-07-18,GB,Lingfield,4:35,At The Races App Expert Tips Handicap,Flat,Class 4,,0-85,3yo,,6f,6f,1207,Good To Firm,5,2,5,2,2,0.3,Pinafore (IRE),3,F,135,,1:9.20,69.20,2.88,Tom Marquand,William Haggas,299.88,85,87,Dark Angel (IRE),Naafer GB,Oasis Dream,Mr Mrs R Scott,Held up in rear - brief headway on outer over 1f out - no impression when carried left inside final furlong - weakened towards finish(op 2/1 tchd 9/4)
2023-07-18,GB,Lingfield,4:00,Legends & EBF Fillies Restricted Novice Stakes (For Horses In Band D) (GBB Race),Flat,Class 5,,,2yo,F,6f,6f,1207,Good To Firm,11,1,1,4,0,0,Band Of Joy (GB),2,F,135,,1:9.64,69.64,6.50,Pat Cosgrave,George Boughey,3564,69,72,Land Force (IRE),Angels Wings (IRE),Dark Angel,Robert Johnson Roldvale Ltd,Prominent - switched right towards near side over 4f out - ridden over 1f out - led inside final furlong - ran on(tchd 5/1)
2023-07-18,GB,Lingfield,4:00,Legends & EBF Fillies Restricted Novice Stakes (For Horses In Band D) (GBB Race),Flat,Class 5,,,2yo,F,6f,6f,1207,Good To Firm,11,7,2,1,1.25,1.25,Rogue Rosie (GB),2,F,128,,1:9.89,69.89,4.00,Robert Havlin,Tom Clover,1673.10,–,61,Magna Grecia (IRE),Loveheart GB,Dubawi,The Rogues Gallery,Prominent - edged right over 3f out - led over 2f out - headed inside final furlong - kept on(op 10/3 tchd 4/1)
2023-07-18,GB,Lingfield,4:00,Legends & EBF Fillies Restricted Novice Stakes (For Horses In Band D) (GBB Race),Flat,Class 5,,,2yo,F,6f,6f,1207,Good To Firm,11,11,3,10,2,.75,Whiteley Way (GB),2,F,128,,1:10.04,70.04,15.00,George Rooke,Roger Teal,836.88,–,59,Sixties Icon (GB),Whiteley (IRE),Dark Angel,Norman Court Stud Susan Bunney,Midfield - stumbled after 2f - headway over 1f out - went third inside final furlong - stayed on(op 10/1 tchd 8/1)
2023-07-18,GB,Lingfield,4:00,Legends & EBF Fillies Restricted Novice Stakes (For Horses In Band D) (GBB Race),Flat,Class 5,,,2yo,F,6f,6f,1207,Good To Firm,11,2,4,9,3,1,Granny Budgie (GB),2,F,132,,1:10.24,70.24,2.38,Billy Loughnane,George Scott,418.44,–,63,Massaat (IRE),Caledonia Duchess GB,Dutch Art,Knights And Kings Racing Stable,Slowly into stride - midfield - no impression 2f out - kept on and went fourth inside final furlong(op 5/4)
2023-07-18,GB,Lingfield,4:00,Legends & EBF Fillies Restricted Novice Stakes (For Horses In Band D) (GBB Race),Flat,Class 5,,,2yo,F,6f,6f,1207,Good To Firm,11,4,5,11,3.25,0.2,Edergoles Gift (IRE),2,F,128,,1:10.33,70.33,81.00,Kieran ONeill,Conrad Allen,,–,55,Reliable Man (GB),Irishstone (IRE),Danehill Dancer,Edergole Thoroughbred Ltd,Led against near rail - headed and lost second over 2f out - weakened and lost two places inside final furlong(op 66/1 tchd 50/1)
2023-07-18,GB,Lingfield,4:00,Legends & EBF Fillies Restricted Novice Stakes (For Horses In Band D) (GBB Race),Flat,Class 5,,,2yo,F,6f,6f,1207,Good To Firm,11,10,6,3,3.5,0.2,Tentatively (IRE),2,F,128,,1:10.38,70.38,81.00,Saffie Osborne,Jamie Osborne,,–,55,Showcasing (GB),Casting Spells GB,Lope De Vega,The Ten Club,In rear - not clear run and switched right over 2f out - headway final furlong - ran on(op 66/1)
2023-07-18,GB,Lingfield,4:00,Legends & EBF Fillies Restricted Novice Stakes (For Horses In Band D) (GBB Race),Flat,Class 5,,,2yo,F,6f,6f,1207,Good To Firm,11,8,7,2,5,1.5,Royal Expert (GB),2,F,128,,1:10.64,70.64,9.00,Cieren Fallon,Henry Spiller,,–,50,Expert Eye (GB),Royal Family (FR),Frankel,J Sarkar D Sarkar O Sarkar D Sarkar,Dwelt start - in rear - no impression under 2f out - kept on inside final furlong
2023-07-18,GB,Lingfield,4:00,Legends & EBF Fillies Restricted Novice Stakes (For Horses In Band D) (GBB Race),Flat,Class 5,,,2yo,F,6f,6f,1207,Good To Firm,11,5,8,6,6,1,Kiss And Run (GB),2,F,128,,1:10.84,70.84,201.00,Luke Morris,Rachel Cook & John Bridger,,–,47,Twilight Son (GB),Desert Kiss GB,Cape Cross,J E Burrows,Slowly into stride - towards rear throughout(op 125/1)
2023-07-18,GB,Lingfield,4:00,Legends & EBF Fillies Restricted Novice Stakes (For Horses In Band D) (GBB Race),Flat,Class 5,,,2yo,F,6f,6f,1207,Good To Firm,11,3,9,8,8,2,Easel (GB),2,F,128,,1:11.24,71.24,29.00,Rob Hornby,Jonathan Portman,,–,40,Tasleet (GB),Szabos Art GB,Excellent Art,Berkeley Dollar Powell,Towards rear of midfield - hung badly left from 3f out - no chance from 2f out(tchd 33/1)
2023-07-18,GB,Lingfield,4:00,Legends & EBF Fillies Restricted Novice Stakes (For Horses In Band D) (GBB Race),Flat,Class 5,,,2yo,F,6f,6f,1207,Good To Firm,11,6,10,5,17.5,9.5,Legal Beat (IRE),2,F,128,,1:13.14,73.14,10.00,David Probert,Ronald Harris,,–,10,Inns Of Court (IRE),Lady Heartbeat GB,Avonbridge,Wayne Clifford,Prominent - hung left and lost position over 2f out - weakened over 1f out - eased inside final furlong(op 11/1 tchd 8/1)
2023-07-18,GB,Lingfield,4:00,Legends & EBF Fillies Restricted Novice Stakes (For Horses In Band D) (GBB Race),Flat,Class 5,,,2yo,F,6f,6f,1207,Good To Firm,11,9,11,7,18.25,.75,Santa Rosalia (GB),2,F,128,,1:13.29,73.29,67.00,Tom Marquand,S Woods,,–,7,Cappella Sansevero (GB),Shirin Jaan GB,Sepoy,Dr Jamal Ahmadzadeh Mrs D Swinburn,In touch with leaders - bit short of room and lost position over 3f out - dropped to rear and weakened 2f out(op 33/1)
2023-07-18,GB,Lingfield,5:05,At The Races App Form Study Handicap,Flat,Class 6,,0-65,3yo,,6f,6f,1207,Good To Firm,9,7,1,4,0,0,Starproof (IRE),3,F,133,,1:8.90,68.90,3.00,Lewis Edmunds,William Muir & Chris Grassick,3245.08,63,78,Camacho (GB),Dufoof (IRE),Shamardal,Muir Racing Partnership   Newbury,Disputed lead - led clearly against near rail halfway - ridden over 1f out - clear inside final furlong - easily(op 5/2 tchd 11/4)
2023-07-18,GB,Lingfield,5:05,At The Races App Form Study Handicap,Flat,Class 6,,0-65,3yo,,6f,6f,1207,Good To Firm,9,5,2,6,3.25,3.25,Morning Colours (GB),3,F,133,p,1:9.55,69.55,8.00,Benoit De La Sayette,Marco Botti,1522.72,63,68,Oasis Dream (GB),Za Za Zoom (IRE),Le Vie Dei Colori,Scuderia Archi Romani,Dwelt start - in rear - headway up the centre over 2f out - went second over 1f out - no chance with winner inside final furlong (jockey said filly was slow away)(op 10/1)
2023-07-18,GB,Lingfield,5:05,At The Races App Form Study Handicap,Flat,Class 6,,0-65,3yo,,6f,6f,1207,Good To Firm,9,3,3,3,4.75,1.5,Sparkling Spirit (GB),3,F,135,,1:9.85,69.85,7.50,Tom Marquand,Adrian Paul Keatley,760.74,65,65,Invincible Spirit (IRE),Sparkling Beam (IRE),Nayef,H Hurst,Prominent - went second 2f out - lost position over 1f out - kept on(op 5/1)
2023-07-18,GB,Lingfield,5:05,At The Races App Form Study Handicap,Flat,Class 6,,0-65,3yo,,6f,6f,1207,Good To Firm,9,2,4,9,6,1.25,Arbaawi (IRE),3,G,136,,1:10.10,70.10,7.50,Marco Ghiani,Stuart Williams,380.68,66,62,Invincible Spirit (IRE),Initially GB,Dansili,Mohammad Al Owaimer,Hampered start - in rear - not clear run over 1f out - soon switched left - ran on inside final furlong - went fourth final strides(op 11/2)
2023-07-18,GB,Lingfield,5:05,At The Races App Form Study Handicap,Flat,Class 6,,0-65,3yo,,6f,6f,1207,Good To Firm,9,9,5,10,6.25,0.2,Lahina Bay (IRE),3,F,130,,1:10.19,70.19,3.75,David Probert,Rachel Cook & John Bridger,189.72,60,56,Cracksman (GB),Serendipitously (IRE),Kodiac,Mr Mrs K Finch,Carried left start - in touch with leaders - short of room and lost position over 2f out - headway over 1f out - no impression inside final furlong(op 3/1 tchd 5/2)
2023-07-18,GB,Lingfield,5:05,At The Races App Form Study Handicap,Flat,Class 6,,0-65,3yo,,6f,6f,1207,Good To Firm,9,1,6,5,10.75,4.5,Lady Nagin (IRE),3,F,137,,1:11.05,71.05,11.00,Robert Havlin,S Woods,,67,48,Kodiac (GB),Top Dollar GB,Elusive Quality,J William Rowley S P C Woods,Took keen hold - in touch with leaders - outpaced over 1f out - weakened inside final furlong(op 15/2 tchd 7/1)
2023-07-18,GB,Lingfield,5:05,At The Races App Form Study Handicap,Flat,Class 6,,0-65,3yo,,6f,6f,1207,Good To Firm,9,8,7,11,12.75,2,Outreach (GB),3,G,131,,1:11.45,71.45,29.00,Luke Morris,Mark Usher,,61,36,Outstrip (GB),Willbeme GB,Kyllachy,Mike Humphreys Mark Usher,Ducked left start - disputed lead against near rail - lost position halfway - lost second 2f out - weakened final furlong(op 25/1 tchd 16/1)
2023-07-18,GB,Lingfield,5:05,At The Races App Form Study Handicap,Flat,Class 6,,0-65,3yo,,6f,6f,1207,Good To Firm,9,6,8,8,15.25,2.5,Miss American Pie (GB),3,F,133,b,1:11.95,71.95,67.00,Liam Keniry,J S Moore,,63,30,Camacho (GB),Party Peace GB,Excelebration,Miss A Jones,In rear throughout - hung left over 1f out(op 40/1 tchd 33/1)
2023-07-18,GB,Lingfield,5:05,At The Races App Form Study Handicap,Flat,Class 6,,0-65,3yo,,6f,6f,1207,Good To Firm,9,11,9,7,22.75,7.5,Miss Moonshine (GB),3,F,118,,1:13.45,73.45,19.00,Oliver Searle,Rod Millman,,55,–,Outstrip (GB),Cajun Moon GB,Showcasing,Canisbay Bloodstock,Slowly into stride - in rear throughout(op 20/1)
2023-07-26,GB,Lingfield,2:55,Beavis Morgan Group Moorfields Handicap,Flat,Class 5,,0-75,3yo+,,1m3½f,11.5f,2334,Good To Firm,4,3,1,1,0,0,Overactive (GB),3,G,132,,2:35.95,155.95,3.00,Hector Crouch,Ralph Beckett,3873.16,72,80,Awtaad (IRE),Hyperactive GB,Rip Van Winkle,The Lucra Partnership Iii,Raced in third - switched right and shaken up 3f out - led 2f out - ridden briefly 1f out - pushed out inside final furlong - comfortably(op 9/4)
2023-07-26,GB,Lingfield,2:55,Beavis Morgan Group Moorfields Handicap,Flat,Class 5,,0-75,3yo+,,1m3½f,11.5f,2334,Good To Firm,4,1,2,4,1.25,1.25,Party Island (IRE),6,G,139,,2:36.20,156.20,8.00,George Bass,Denis Coakley,1817.44,71,76,Tagula (IRE),Pretty Demanding (IRE),Night Shift,A Killoran,Held up in last - headway 2f out - went second under 2f out - jockey dropped whip 1f out - pushed along inside final furlong - no match for winner(op 8/1 tchd 13/2 and tchd 17/2)
2023-07-26,GB,Lingfield,2:55,Beavis Morgan Group Moorfields Handicap,Flat,Class 5,,0-75,3yo+,,1m3½f,11.5f,2334,Good To Firm,4,2,3,3,1.75,.5,Oh So Grand (GB),3,F,133,,2:36.30,156.30,2.10,Harry Burns,Simon & Ed Crisford,907.98,76,80,Postponed (IRE),Lady Zonda GB,Lion Cavern,Mohammed Al Nabouda,Prominent - hung left and outpaced over 2f out - rallied from 1f out - no extra final 110yds (vet reported filly lost his right fore shoe)(op 5/6)
2023-07-26,GB,Lingfield,2:55,Beavis Morgan Group Moorfields Handicap,Flat,Class 5,,0-75,3yo+,,1m3½f,11.5f,2334,Good To Firm,4,4,4,2,6.75,5,Gallimimus (GB),3,G,128,p,2:37.30,157.30,7.00,David Probert,George Boughey,454.36,68,64,Charm Spirit (IRE),Amarullah (FR),Daylami,Noel Fehily,Took keen hold - led at steady pace - ridden and headed 2f out - weakened 1f out(op 7/1)
2023-07-26,GB,Lingfield,5:10,Sky Sports Racing Sky 415 Fillies Handicap,Flat,Class 5,,0-70,3yo+,F,6f,6f,1207,Good To Firm,8,3,1,2,0,0,Miss Mai Tai (GB),3,F,136,,1:9.47,69.47,5.00,Ross Coakley,James Fanshawe,3873.16,71,80,Prince Of Lir (IRE),Mia Tia GB,Equiano,The Cool Silk Partnership,In touch with leaders on far side of group - ridden 2f out - led 1f out - kept on well(op 11/2)
2023-07-26,GB,Lingfield,5:10,Sky Sports Racing Sky 415 Fillies Handicap,Flat,Class 5,,0-70,3yo+,F,6f,6f,1207,Good To Firm,8,1,2,1,.75,.75,Cashew (IRE),4,F,142,,1:9.62,69.62,13.00,Saffie Osborne,Jamie Osborne,1817.44,72,80,Bated Breath (GB),Taste The Salt (IRE),Born To Sea,Ms L G Robinson,Held up in last - headway on far side of group over 1f out - pressed leader final 110yds - kept on(op 16/1)
2023-07-26,GB,Lingfield,5:10,Sky Sports Racing Sky 415 Fillies Handicap,Flat,Class 5,,0-70,3yo+,F,6f,6f,1207,Good To Firm,8,4,3,8,2,1.25,Tallulah Myla (IRE),3,F,136,,1:9.87,69.87,8.50,Hector Crouch,Stuart Williams,907.98,71,74,Oasis Dream (GB),Sheikhakan (IRE),Shamardal,Opulence Thoroughbreds,Took keen hold - pressed leaders on near side of group - led over 2f out - hung left from over 1f out - headed 1f out - kept on(op 11/2)
2023-07-26,GB,Lingfield,5:10,Sky Sports Racing Sky 415 Fillies Handicap,Flat,Class 5,,0-70,3yo+,F,6f,6f,1207,Good To Firm,8,7,4,4,2.25,0.3,Sparkling Spirit (GB),3,F,130,,1:9.92,69.92,23.00,David Probert,Adrian Paul Keatley,454.36,65,67,Invincible Spirit (IRE),Sparkling Beam (IRE),Nayef,H Hurst,In touch with leaders - bit short of room 2f out - switched right over 1f out - kept on(op 10/1)
2023-07-26,GB,Lingfield,5:10,Sky Sports Racing Sky 415 Fillies Handicap,Flat,Class 5,,0-70,3yo+,F,6f,6f,1207,Good To Firm,8,5,5,5,6,3.75,Tephi (IRE),3,F,135,tb,1:10.67,70.67,29.00,Andrea Atzeni,George Boughey,226.44,70,60,Invincible Spirit (IRE),Ghurra (USA),War Chant,Mr Mrs R Scott,Disputed lead - lost position from under 2f out - weakened inside final furlong(op 25/1)
2023-07-26,GB,Lingfield,5:10,Sky Sports Racing Sky 415 Fillies Handicap,Flat,Class 5,,0-70,3yo+,F,6f,6f,1207,Good To Firm,8,8,6,6,6.75,.75,Dont Fight It (IRE),3,F,122,,1:10.82,70.82,81.00,Kieran ONeill,Steve Woodman,,57,45,Kessaar (IRE),Malyana GB,Mtoto,Mrs Sally Woodman,In touch with leaders - outpaced after 2f - never dangerous(op 66/1)
2023-07-26,GB,Lingfield,5:10,Sky Sports Racing Sky 415 Fillies Handicap,Flat,Class 5,,0-70,3yo+,F,6f,6f,1207,Good To Firm,8,6,7,3,7.25,.5,Starproof (IRE),3,F,134,,1:10.92,70.92,1.73,Lewis Edmunds,William Muir & Chris Grassick,,69,55,Camacho (GB),Dufoof (IRE),Shamardal,Muir Racing Partnership   Newbury,Disputed lead - jumped path 4f out - weakened over 1f out (trainer could offer no explanation for the poor form shown)
2023-07-26,GB,Lingfield,5:10,Sky Sports Racing Sky 415 Fillies Handicap,Flat,Class 5,,0-70,3yo+,F,6f,6f,1207,Good To Firm,8,2,8,7,21.25,14,Anificas Beauty (IRE),4,F,134,,1:13.72,73.72,10.00,Harry Davies,Gary Moore,,67,9,Exceed And Excel (AUS),Khajool (IRE),Haafhd,Kumar Rummun,Led narrowly or disputed lead on near side of group - headed over 2f out - lost touch from 1f out(op 10/1 tchd 11/1)
2023-07-26,GB,Lingfield,4:40,Download The At The Races App EBF Restricted Novice Stakes (Bands C And D) (Qualifier) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,10,8,1,7,0,0,Tenhotfourcrazy (IRE),2,F,125,,0:56.69,56.69,1.73,Pierre-Louis Jamin,Tom Dascombe,3564,–,74,Harry Angel (IRE),Shamarlane GB,Shamardal,Millennial Racing,Prominent on near side of group - ridden and outpaced over 1f out - rallied and went second inside final furlong - led final strides(op Evens tchd 11/10)
2023-07-26,GB,Lingfield,4:40,Download The At The Races App EBF Restricted Novice Stakes (Bands C And D) (Qualifier) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,10,6,2,11,0.2,0.2,Mc Loven (GB),2,C,131,,0:56.73,56.73,9.50,Andrea Atzeni,Kevin Philippart De Foy,1673.10,–,76,Harry Angel (IRE),Lovers Knot GB,Invincible Spirit,Kpf Bloodstock Ltd,Took keen hold - led narrowly - kept on final 110yds - headed final strides(op 13/2 tchd 6/1 and tchd 9/1)
2023-07-26,GB,Lingfield,4:40,Download The At The Races App EBF Restricted Novice Stakes (Bands C And D) (Qualifier) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,10,11,3,5,3,2.75,Miss Woo Woo (GB),2,F,126,,0:57.29,57.29,8.50,George Downing,Robert Cowell,836.88,70,61,Coach House (IRE),Mia Tia GB,Equiano,The Cool Silk Partnership,Disputed lead - edged left over 1f out - lost second inside final furlong - soon no extra(op 6/1)
2023-07-26,GB,Lingfield,4:40,Download The At The Races App EBF Restricted Novice Stakes (Bands C And D) (Qualifier) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,10,5,4,2,5.75,2.75,Black Jack Davey (GB),2,G,131,,0:57.84,57.84,34.00,Kieran ONeill,Rachel Cook & John Bridger,418.44,–,56,Coach House (IRE),La Fortunata GB,Lucky Story,Stewart Bridger Bxps,In touch with leaders on far side of group - steady headway 2f out - weakened gradually inside final furlong(op 40/1)
2023-07-26,GB,Lingfield,4:40,Download The At The Races App EBF Restricted Novice Stakes (Bands C And D) (Qualifier) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,10,10,5,6,10,4.25,Koji (IRE),2,F,123,b,0:58.69,58.69,9.50,Harry Davies,Harry & Roger Charlton,,–,36,Kodiac (GB),Yaddo GB,Lonhro,Three Of A Kind,Dwelt start - in rear and outpaced - some headway over 1f out - weakened inside final furlong(op 7/1 tchd 9/1)
2023-07-26,GB,Lingfield,4:40,Download The At The Races App EBF Restricted Novice Stakes (Bands C And D) (Qualifier) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,10,4,6,9,10.25,0.3,Battleofbaltimore (GB),2,C,131,t,0:58.74,58.74,7.50,G Cheyne,Dylan Cunha,,–,40,Starspangledbanner (AUS),Sparkle GB,Oasis Dream,Catch Us If You Can Racing Cunha Nel,Slightly hampered soon after start - in rear - headway on near side of group when edged left over 1f out - weakened inside final furlong(op 7/1 tchd 6/1 and tchd 8/1)
2023-07-26,GB,Lingfield,4:40,Download The At The Races App EBF Restricted Novice Stakes (Bands C And D) (Qualifier) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,10,2,7,8,11.75,1.5,Edgewater Drive (IRE),2,G,133,t,0:59.04,59.04,41.00,Saffie Osborne,Ollie Sangster,,–,37,Dandy Man (IRE),Faseeha (IRE),Teofilo,Red Post Racing,Slowly away - in rear and ran green - soon detached - hung left halfway - some headway over 1f out - never on terms (jockey said gelding was briefly denied a clear run on the run to the line)(op 25/1 tchd 20/1)
2023-07-26,GB,Lingfield,4:40,Download The At The Races App EBF Restricted Novice Stakes (Bands C And D) (Qualifier) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,10,1,8,3,13,1.25,Clear Justice (IRE),2,C,133,,0:59.29,59.29,81.00,Hector Crouch,Gary Moore,,–,32,Inns Of Court (IRE),Water Feature GB,Dansili,Chris Stedman Mark Albon,Towards rear - some headway halfway - weakened over 1f out(op 40/1)
2023-07-26,GB,Lingfield,4:40,Download The At The Races App EBF Restricted Novice Stakes (Bands C And D) (Qualifier) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,10,7,9,1,17.5,4.5,Le Brok Cafe (IRE),2,F,128,tp,1:0.19,60.19,26.00,Stefano Cherchi,Amy Murphy,,–,11,Dandy Man (IRE),Some Style (IRE),Kodiac,Mrs M Cantillon T Edwards Partner,Midfield on far side of group - weakened halfway(op 14/1)
2023-07-26,GB,Lingfield,4:40,Download The At The Races App EBF Restricted Novice Stakes (Bands C And D) (Qualifier) (GBB Race),Flat,Class 5,,,2yo,,5f,5f,1003,Good To Firm,10,9,10,10,21.5,4,Fillide Melandroni (IRE),2,F,126,,1:0.99,60.99,201.00,David Probert,P Charalambous & J Clutterbuck,,–,–,Caravaggio (USA),Midnight Oasis GB,Oasis Dream,Bywater Thoroughbreds,Unruly at the post - towards rear on near side of group - weakened halfway(op 100/1)
2023-07-26,GB,Lingfield,3:30,Jim Dengate Memorial Selling Handicap,Flat,Class 6,,0-62,4yo+,,1m2f,10f,2012,Good To Firm,8,2,1,2,0,0,Dark Company (IRE),5,G,126,,2:8.22,128.22,3.50,Archie Young,Charlie Johnston,3245.08,55,65,Fast Company (IRE),Roseraie (IRE),Lawman,Johnston Racing Ltd,Dwelt start - took keen hold - soon in touch with leaders - headway to lead over 2f out - shaken up and edged right over 1f out - went clear inside final furlong - readily(op 3/1)
2023-07-26,GB,Lingfield,3:30,Jim Dengate Memorial Selling Handicap,Flat,Class 6,,0-62,4yo+,,1m2f,10f,2012,Good To Firm,8,6,2,3,5,5,Send In The Clouds (GB),6,G,125,,2:9.22,129.22,5.00,J F Egan,Tony Carroll,1522.72,47,47,Delegator (GB),Saharan Song (IRE),Singspiel,A W Carroll,Took keen hold - towards rear - switched right and headway over 1f out - went second but no chance with winner inside final 110yds(op 6/1)
2023-07-26,GB,Lingfield,3:30,Jim Dengate Memorial Selling Handicap,Flat,Class 6,,0-62,4yo+,,1m2f,10f,2012,Good To Firm,8,7,3,7,5.75,.75,Global Style (IRE),8,G,124,,2:9.37,129.37,8.00,Saffie Osborne,Tony Carroll,760.74,46,45,Nathaniel (IRE),Danaskaya (IRE),Danehill,Curry House Corner And Partner,Midfield - headway and went third over 1f out - kept on final 110yds(op 6/1 tchd 11/2 and tchd 15/2)
2023-07-26,GB,Lingfield,3:30,Jim Dengate Memorial Selling Handicap,Flat,Class 6,,0-62,4yo+,,1m2f,10f,2012,Good To Firm,8,5,4,1,6.75,1,Naadyaa (GB),4,F,125,p,2:9.57,129.57,3.00,David Probert,Joseph Parr,380.68,47,44,Muhaarar (GB),Nasmatt GB,Danehill,J E Parr,Took keen hold - raced in second - joined leader over 4f out - hung right and raced extremely wide on turn over 3f out - drifted left from over 1f out - weakened and lost two places inside final 110yds (jockey said filly hung right-handed early on and hung left-handed in the straight)(tchd 9/4)
2023-07-26,GB,Lingfield,3:30,Jim Dengate Memorial Selling Handicap,Flat,Class 6,,0-62,4yo+,,1m2f,10f,2012,Good To Firm,8,3,5,6,8.25,1.5,Doonbeg Farmer (IRE),5,G,125,t,2:9.87,129.87,19.00,Harry Davies,Gary Brown,189.72,50,44,Vadamos (FR),Risk A Look GB,Observatory,The Milk Sheiks,Taken down early - slowly away - took keen hold - in rear - headway and disputing third over 1f out - weakened final 110yds(op 10/1)
2023-07-26,GB,Lingfield,3:30,Jim Dengate Memorial Selling Handicap,Flat,Class 6,,0-62,4yo+,,1m2f,10f,2012,Good To Firm,8,4,6,4,13,4.75,Creationist (USA),7,G,126,v,2:10.82,130.82,23.00,Joey Haynes,Lee Carter,,48,32,Noble Mission (GB),Bargain Blitz (USA),Rahy,John Joseph Smith,Led at steady pace - joined over 4f out - headed over 2f out - weakened over 1f out(op 20/1 tchd 25/1)
2023-07-26,GB,Lingfield,3:30,Jim Dengate Memorial Selling Handicap,Flat,Class 6,,0-62,4yo+,,1m2f,10f,2012,Good To Firm,8,8,7,8,21.5,8.5,Raphel Jake (GB),5,G,124,,2:12.52,132.52,51.00,Kieran ONeill,Rachel Cook & John Bridger,,46,13,Charm Spirit (IRE),Portrait GB,Peintre Celebre,J J Bridger,Reared start - slowly away - took keen hold early - in rear throughout(op 40/1 tchd 33/1)
2023-07-26,GB,Lingfield,3:30,Jim Dengate Memorial Selling Handicap,Flat,Class 6,,0-62,4yo+,,1m2f,10f,2012,Good To Firm,8,1,8,5,27.5,6,Aryaah (IRE),4,G,135,t,2:13.72,133.72,11.00,Joshua Bryan,Daniel Steele,,57,12,Dandy Man (IRE),Angel Grace (IRE),Dark Angel,Vectis Racing,Took keen hold - prominent - weakened over 2f out(op 8/1 tchd 11/1)
2023-07-26,GB,Lingfield,5:40,Follow @attheraces On Twitter Handicap,Flat,Class 6,,0-65,3yo+,,7½f,7.5f,1532,Good To Firm,10,1,1,8,0,0,Proud Fairy (GB),4,F,141,,1:29.46,89.46,5.50,Harry Davies,Gary Moore,5234,67,79,Garswood (GB),Wish You Luck GB,Dubai Destination,Mrs Sallyann Cross,Midfield against near rail - headway to lead 2f out - soon ridden - hung left and went clear final 110yds - eased towards finish(tchd 5/1)
2023-07-26,GB,Lingfield,5:40,Follow @attheraces On Twitter Handicap,Flat,Class 6,,0-65,3yo+,,7½f,7.5f,1532,Good To Firm,10,8,2,6,2.5,2.5,Deacs Delight (GB),4,G,131,b,1:29.96,89.96,4.00,Hector Crouch,Paul & Oliver Cole,2456,54,59,Tamayuz (GB),Keene Dancer GB,Danehill Dancer,R Deacon And P F I Cole,In rear on far side of group - hampered soon after start - headway up the centre and went second over 1f out - no extra inside final 110yds - just held second(op 7/2 tchd 11/4)
2023-07-26,GB,Lingfield,5:40,Follow @attheraces On Twitter Handicap,Flat,Class 6,,0-65,3yo+,,7½f,7.5f,1532,Good To Firm,10,6,3,11,2.75,0.3,Optiva Star (IRE),3,G,126,h,1:30.01,90.01,6.00,Tyrese Cameron,Richard Hannon,1227,64,66,U S Navy Flag (USA),Leaf (IRE),Montjeu,Optiva Securities Ltd,Slowly away - switched right and against near rail soon after start - in rear - going easily when hampered over 2f out - ridden and headway over 1f out - went third final 110yds - kept on(op 4/1)
2023-07-26,GB,Lingfield,5:40,Follow @attheraces On Twitter Handicap,Flat,Class 6,,0-65,3yo+,,7½f,7.5f,1532,Good To Firm,10,10,4,9,3,0.1,Arlos Sunshine (GB),6,G,123,,1:30.08,90.08,17.00,Kieran ONeill,John E Long,614,46,50,Cable Bay (IRE),Touching (IRE),Kheleyf,R Blyth And S Colville,Led - switched right and against near rail over 6f out - headed 2f out - soon hung left and outpaced - rallied inside final furlong - kept on(op 14/1 tchd 20/1)
